target,method,n,n_correct,auc,auc_lo,auc_hi,auc_valid_bootstraps,pcc_continuous,pcc_continuous_lo,pcc_continuous_hi,pcc_continuous_valid_bootstraps,pcc_binary,pcc_binary_lo,pcc_binary_hi,pcc_binary_valid_bootstraps,hide_minus_baseline_auc,hide_minus_baseline_auc_lo,hide_minus_baseline_auc_hi,hide_minus_baseline_auc_valid_bootstraps,pcc_with_hide,pcc_with_hide_lo,pcc_with_hide_hi,pcc_with_hide_valid_bootstraps,model,dataset
sentence_similarity,HIDE_score,2000,741,0.7633047456424406,0.7377275070443944,0.7873586381704532,2000,0.478328433078013,0.4435724060853372,0.5121014334268238,2000,0.4526432376877619,0.40964628208831977,0.49513655694624725,2000,0.0,0.0,0.0,2000,0.9999999999999999,0.9999999999999999,1.0000000000000002,2000,llama3-8b,SQuAD
sentence_similarity,Omega,2000,741,0.8533838414696239,0.8362293174465076,0.869859461291885,2000,0.5863304234594745,0.5609967675926762,0.6144827517007733,2000,0.4998607393952311,0.4768938409773673,0.5222053100555432,2000,-0.09007909582718332,-0.11432779849374562,-0.06692249216138324,2000,0.5603226742240425,0.5303320939172294,0.5903153466920698,2000,llama3-8b,SQuAD
sentence_similarity,Delta_in,2000,741,0.5378510888941055,0.512178566739162,0.5629506345351935,2000,0.021494406896692624,-0.023607410658433192,0.06826625751645794,2000,0.034393503680430176,-0.008308181954219413,0.07489934744765685,2000,0.22545365674833506,0.1901615886112025,0.2609861917162397,2000,0.0028204859124236897,-0.03729748674589251,0.044554508151764725,2000,llama3-8b,SQuAD
sentence_similarity,negative_Delta_in,2000,741,0.4621489111058945,0.4370493654648065,0.48782143326083804,2000,-0.021494406896692624,-0.06826625751645796,0.023607410658433175,2000,-0.034393503680430176,-0.07489934744765687,0.008308181954219373,2000,0.30115583453654604,0.26654562804161497,0.3359702588790536,2000,-0.0028204859124236897,-0.04455450815176473,0.03729748674589248,2000,llama3-8b,SQuAD
sentence_similarity,negative_mnll,2000,741,0.4482597095782163,0.42297523098600953,0.47311786468697103,2000,-0.07019564841668248,-0.11617852303440412,-0.02530197547583787,2000,-0.050595940664412746,-0.09132119898823328,-0.010190362837298864,2000,0.31504503606422424,0.2782358143713706,0.3533078339098263,2000,-0.2184771552010653,-0.26863927614314453,-0.17181355517826016,2000,llama3-8b,SQuAD
sentence_similarity,negative_energy,2000,741,0.3533790178997319,0.3283957435519214,0.3787297245061225,2000,-0.2804829019269562,-0.3209980868751001,-0.2399679468322965,2000,-0.245287105592653,-0.2858058927749808,-0.20211048860409941,2000,0.40992572774270863,0.3720786242502737,0.4472296914956112,2000,-0.36706316273591094,-0.41437345362703815,-0.32074912321499505,2000,llama3-8b,SQuAD
sentence_similarity,constant_kernel_control,2000,741,0.7638187238120351,0.7385988500349489,0.7880380574021392,2000,0.47832819322080883,0.44357197457044084,0.5121012027150769,2000,0.45264293840009223,0.40964611490514335,0.4951362579439355,2000,-0.0005139781695945311,-0.002354837240885396,0.001167290034254255,2000,0.9999999999894318,0.9999999999885377,0.9999999999903152,2000,llama3-8b,SQuAD
sentence_similarity,negative_output_length,2000,741,0.8408907954495514,0.8231752881017457,0.8585080358786267,2000,0.3759286969292419,0.34618704767997177,0.4075077886937696,2000,0.2707807172802774,0.2581413526248327,0.28385066371169754,2000,-0.07758604980711081,-0.10204556164796336,-0.055236806185307116,2000,0.3383516312830698,0.32371082644830784,0.35357100289711846,2000,llama3-8b,SQuAD
rouge_l,HIDE_score,2000,922,0.7731875731953203,0.7509639989680197,0.7947020802528517,2000,0.4897473714721699,0.44916610430181697,0.5288972092636611,2000,0.4802695684961613,0.4419095025957251,0.5169061935701675,2000,0.0,0.0,0.0,2000,0.9999999999999999,0.9999999999999999,1.0000000000000002,2000,llama3-8b,SQuAD
rouge_l,Omega,2000,922,0.8556930364336625,0.838078784104197,0.8715944572945613,2000,0.6070541242958678,0.5837938144370021,0.6297851200472049,2000,0.5396411890710695,0.5166985161116474,0.5609636847523051,2000,-0.08250546323834218,-0.10409262795440419,-0.06252190186770347,2000,0.5603226742240425,0.5303320939172294,0.5903153466920698,2000,llama3-8b,SQuAD
